Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, train_score       , test_score         , train_time          , test_time
TLDUMMY-CSP-MLP           , "[0, 1, 0, 11, 0, 0]", TLDUMMY    , CSP        ,            , MLP        ,                   ,                   ,              0,              1,              0,             11,              0,                     0, 0.9583333333333334, 0.8                , 0.8676011562347412  , 0.14306187629699707
TLDUMMY-CSP-ANOVA-K-SVM   , "[0, 1, 1, 1, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , SVM        ,                   ,                   ,              0,              1,              1,              1,              0,                     0, 0.5083333333333333, 0.49166666666666664, 0.27466917037963867 , 0.13904619216918945
TLDUMMY-CSP-ANOVA-K-LDA   , "[0, 1, 1, 2, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , LDA        ,                   ,                   ,              0,              1,              1,              2,              0,                     0, 0.8916666666666667, 0.8916666666666667 , 0.2621777057647705  , 0.1310899257659912
TLDUMMY-CSP-ANOVA-K-LR    , "[0, 1, 1, 3, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , LR         ,                   ,                   ,              0,              1,              1,              3,              0,                     0, 0.8               , 0.8416666666666667 , 0.2709331512451172  , 0.1430525779724121
TLDUMMY-CSP-ANOVA-K-KNN   , "[0, 1, 1, 4, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , KNN        ,                   ,                   ,              0,              1,              1,              4,              0,                     0, 0.9583333333333334, 0.8666666666666667 , 0.2736365795135498  , 0.15307378768920898
TLDUMMY-CSP-ANOVA-K-DTC   , "[0, 1, 1, 5, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , DTC        ,                   ,                   ,              0,              1,              1,              5,              0,                     0, 1.0               , 0.9                , 0.266693115234375   , 0.13897037506103516
TLDUMMY-CSP-ANOVA-K-RFC   , "[0, 1, 1, 6, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , RFC        ,                   ,                   ,              0,              1,              1,              6,              0,                     0, 1.0               , 0.8833333333333333 , 0.35452914237976074 , 0.14093232154846191
TLDUMMY-CSP-ANOVA-K-ETC   , "[0, 1, 1, 7, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , ETC        ,                   ,                   ,              0,              1,              1,              7,              0,                     0, 1.0               , 0.8833333333333333 , 0.33008313179016113 , 0.13606858253479004
TLDUMMY-CSP-ANOVA-K-ABC   , "[0, 1, 1, 8, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , ABC        ,                   ,                   ,              0,              1,              1,              8,              0,                     0, 0.9333333333333333, 0.8666666666666667 , 0.3140416145324707  , 0.14006805419921875
TLDUMMY-CSP-ANOVA-K-GBC   , "[0, 1, 1, 9, 0, 0]" , TLDUMMY    , CSP        , ANOVA-K    , GBC        ,                   ,                   ,              0,              1,              1,              9,              0,                     0, 1.0               , 0.8833333333333333 , 0.3828723430633545  , 0.13813066482543945
TLDUMMY-CSP-ANOVA-K-GNB   , "[0, 1, 1, 10, 0, 0]", TLDUMMY    , CSP        , ANOVA-K    , GNB        ,                   ,                   ,              0,              1,              1,             10,              0,                     0, 0.65              , 0.6666666666666666 , 0.2652556896209717  , 0.145554780960083
TLDUMMY-CSP-ANOVA-K-MLP   , "[0, 1, 1, 11, 0, 0]", TLDUMMY    , CSP        , ANOVA-K    , MLP        ,                   ,                   ,              0,              1,              1,             11,              0,                     0, 0.95              , 0.7916666666666666 , 0.8181905746459961  , 0.13759446144104004
TLDUMMY-CSP-ANOVA-P-SVM   , "[0, 1, 2, 1, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , SVM        ,                   ,                   ,              0,              1,              2,              1,              0,                     0, 0.525             , 0.49166666666666664, 0.2666919231414795  , 0.14356303215026855
TLDUMMY-CSP-ANOVA-P-LDA   , "[0, 1, 2, 2, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , LDA        ,                   ,                   ,              0,              1,              2,              2,              0,                     0, 0.85              , 0.8833333333333333 , 0.259000301361084   , 0.13563060760498047
TLDUMMY-CSP-ANOVA-P-LR    , "[0, 1, 2, 3, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , LR         ,                   ,                   ,              0,              1,              2,              3,              0,                     0, 0.8               , 0.85               , 0.26267313957214355 , 0.13507986068725586
TLDUMMY-CSP-ANOVA-P-KNN   , "[0, 1, 2, 4, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , KNN        ,                   ,                   ,              0,              1,              2,              4,              0,                     0, 0.9333333333333333, 0.875              , 0.26418232917785645 , 0.14542460441589355
TLDUMMY-CSP-ANOVA-P-DTC   , "[0, 1, 2, 5, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , DTC        ,                   ,                   ,              0,              1,              2,              5,              0,                     0, 1.0               , 0.9                , 0.25927138328552246 , 0.13707733154296875
TLDUMMY-CSP-ANOVA-P-RFC   , "[0, 1, 2, 6, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , RFC        ,                   ,                   ,              0,              1,              2,              6,              0,                     0, 1.0               , 0.9083333333333333 , 0.3528878688812256  , 0.145050048828125
TLDUMMY-CSP-ANOVA-P-ETC   , "[0, 1, 2, 7, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , ETC        ,                   ,                   ,              0,              1,              2,              7,              0,                     0, 1.0               , 0.9                , 0.3356201648712158  , 0.141068696975708
TLDUMMY-CSP-ANOVA-P-ABC   , "[0, 1, 2, 8, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , ABC        ,                   ,                   ,              0,              1,              2,              8,              0,                     0, 0.9083333333333333, 0.9                , 0.308685302734375   , 0.14460515975952148
TLDUMMY-CSP-ANOVA-P-GBC   , "[0, 1, 2, 9, 0, 0]" , TLDUMMY    , CSP        , ANOVA-P    , GBC        ,                   ,                   ,              0,              1,              2,              9,              0,                     0, 0.9833333333333333, 0.9083333333333333 , 0.34940195083618164 , 0.13408803939819336
TLDUMMY-CSP-ANOVA-P-GNB   , "[0, 1, 2, 10, 0, 0]", TLDUMMY    , CSP        , ANOVA-P    , GNB        ,                   ,                   ,              0,              1,              2,             10,              0,                     0, 0.8166666666666667, 0.85               , 0.31924986839294434 , 0.15532231330871582
TLDUMMY-CSP-ANOVA-P-MLP   , "[0, 1, 2, 11, 0, 0]", TLDUMMY    , CSP        , ANOVA-P    , MLP        ,                   ,                   ,              0,              1,              2,             11,              0,                     0, 0.9               , 0.9083333333333333 , 0.7039642333984375  , 0.16267704963684082
TLDUMMY-CSP-MIC-K-SVM     , "[0, 1, 3, 1, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , SVM        ,                   ,                   ,              0,              1,              3,              1,              0,                     0, 0.5083333333333333, 0.49166666666666664, 0.3133544921875     , 0.1674954891204834
TLDUMMY-CSP-MIC-K-LDA     , "[0, 1, 3, 2, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , LDA        ,                   ,                   ,              0,              1,              3,              2,              0,                     0, 0.8916666666666667, 0.8916666666666667 , 0.30676937103271484 , 0.1517949104309082
TLDUMMY-CSP-MIC-K-LR      , "[0, 1, 3, 3, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , LR         ,                   ,                   ,              0,              1,              3,              3,              0,                     0, 0.8               , 0.8416666666666667 , 0.29586195945739746 , 0.15030145645141602
TLDUMMY-CSP-MIC-K-KNN     , "[0, 1, 3, 4, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , KNN        ,                   ,                   ,              0,              1,              3,              4,              0,                     0, 0.9583333333333334, 0.8666666666666667 , 0.27466535568237305 , 0.1473865509033203
TLDUMMY-CSP-MIC-K-DTC     , "[0, 1, 3, 5, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , DTC        ,                   ,                   ,              0,              1,              3,              5,              0,                     0, 1.0               , 0.875              , 0.269242525100708   , 0.13523626327514648
TLDUMMY-CSP-MIC-K-RFC     , "[0, 1, 3, 6, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , RFC        ,                   ,                   ,              0,              1,              3,              6,              0,                     0, 1.0               , 0.8833333333333333 , 0.36409449577331543 , 0.14185476303100586
TLDUMMY-CSP-MIC-K-ETC     , "[0, 1, 3, 7, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , ETC        ,                   ,                   ,              0,              1,              3,              7,              0,                     0, 1.0               , 0.8833333333333333 , 0.3623054027557373  , 0.13973212242126465
TLDUMMY-CSP-MIC-K-ABC     , "[0, 1, 3, 8, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , ABC        ,                   ,                   ,              0,              1,              3,              8,              0,                     0, 0.9333333333333333, 0.8666666666666667 , 0.33231520652770996 , 0.1405963897705078
TLDUMMY-CSP-MIC-K-GBC     , "[0, 1, 3, 9, 0, 0]" , TLDUMMY    , CSP        , MIC-K      , GBC        ,                   ,                   ,              0,              1,              3,              9,              0,                     0, 1.0               , 0.8833333333333333 , 0.39331865310668945 , 0.16200804710388184
TLDUMMY-CSP-MIC-K-GNB     , "[0, 1, 3, 10, 0, 0]", TLDUMMY    , CSP        , MIC-K      , GNB        ,                   ,                   ,              0,              1,              3,             10,              0,                     0, 0.65              , 0.6666666666666666 , 0.2829165458679199  , 0.13508009910583496
TLDUMMY-CSP-MIC-K-MLP     , "[0, 1, 3, 11, 0, 0]", TLDUMMY    , CSP        , MIC-K      , MLP        ,                   ,                   ,              0,              1,              3,             11,              0,                     0, 0.95              , 0.8333333333333334 , 0.8532049655914307  , 0.1340773105621338
TLDUMMY-CSP-MIC-P-SVM     , "[0, 1, 4, 1, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , SVM        ,                   ,                   ,              0,              1,              4,              1,              0,                     0, 0.525             , 0.49166666666666664, 0.3027365207672119  , 0.15595293045043945
TLDUMMY-CSP-MIC-P-LDA     , "[0, 1, 4, 2, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , LDA        ,                   ,                   ,              0,              1,              4,              2,              0,                     0, 0.85              , 0.8833333333333333 , 0.2929980754852295  , 0.14662528038024902
TLDUMMY-CSP-MIC-P-LR      , "[0, 1, 4, 3, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , LR         ,                   ,                   ,              0,              1,              4,              3,              0,                     0, 0.8               , 0.85               , 0.28462696075439453 , 0.1440582275390625
TLDUMMY-CSP-MIC-P-KNN     , "[0, 1, 4, 4, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , KNN        ,                   ,                   ,              0,              1,              4,              4,              0,                     0, 0.9333333333333333, 0.875              , 0.2774181365966797  , 0.14608550071716309
TLDUMMY-CSP-MIC-P-DTC     , "[0, 1, 4, 5, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , DTC        ,                   ,                   ,              0,              1,              4,              5,              0,                     0, 1.0               , 0.9166666666666666 , 0.2751617431640625  , 0.142683744430542
TLDUMMY-CSP-MIC-P-RFC     , "[0, 1, 4, 6, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , RFC        ,                   ,                   ,              0,              1,              4,              6,              0,                     0, 1.0               , 0.9083333333333333 , 0.36040472984313965 , 0.1624431610107422
TLDUMMY-CSP-MIC-P-ETC     , "[0, 1, 4, 7, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , ETC        ,                   ,                   ,              0,              1,              4,              7,              0,                     0, 1.0               , 0.9166666666666666 , 0.3484618663787842  , 0.14356684684753418
TLDUMMY-CSP-MIC-P-ABC     , "[0, 1, 4, 8, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , ABC        ,                   ,                   ,              0,              1,              4,              8,              0,                     0, 0.9083333333333333, 0.9                , 0.32656335830688477 , 0.14157533645629883
TLDUMMY-CSP-MIC-P-GBC     , "[0, 1, 4, 9, 0, 0]" , TLDUMMY    , CSP        , MIC-P      , GBC        ,                   ,                   ,              0,              1,              4,              9,              0,                     0, 0.9833333333333333, 0.9083333333333333 , 0.38976263999938965 , 0.14197206497192383
TLDUMMY-CSP-MIC-P-GNB     , "[0, 1, 4, 10, 0, 0]", TLDUMMY    , CSP        , MIC-P      , GNB        ,                   ,                   ,              0,              1,              4,             10,              0,                     0, 0.8166666666666667, 0.85               , 0.2702493667602539  , 0.13659262657165527
TLDUMMY-CSP-MIC-P-MLP     , "[0, 1, 4, 11, 0, 0]", TLDUMMY    , CSP        , MIC-P      , MLP        ,                   ,                   ,              0,              1,              4,             11,              0,                     0, 0.9083333333333333, 0.9083333333333333 , 0.599400520324707   , 0.13912749290466309
TLDUMMY-CSP-PCA-SVM       , "[0, 1, 5, 1, 0, 0]" , TLDUMMY    , CSP        , PCA        , SVM        ,                   ,                   ,              0,              1,              5,              1,              0,                     0, 0.5166666666666667, 0.49166666666666664, 0.2642698287963867  , 0.13271856307983398
TLDUMMY-CSP-PCA-LDA       , "[0, 1, 5, 2, 0, 0]" , TLDUMMY    , CSP        , PCA        , LDA        ,                   ,                   ,              0,              1,              5,              2,              0,                     0, 0.825             , 0.8916666666666667 , 0.26885104179382324 , 0.14274907112121582
TLDUMMY-CSP-PCA-LR        , "[0, 1, 5, 3, 0, 0]" , TLDUMMY    , CSP        , PCA        , LR         ,                   ,                   ,              0,              1,              5,              3,              0,                     0, 0.7833333333333333, 0.8                , 0.25768136978149414 , 0.13681936264038086
TLDUMMY-CSP-PCA-KNN       , "[0, 1, 5, 4, 0, 0]" , TLDUMMY    , CSP        , PCA        , KNN        ,                   ,                   ,              0,              1,              5,              4,              0,                     0, 0.8666666666666667, 0.8333333333333334 , 0.2612900733947754  , 0.1390690803527832
TLDUMMY-CSP-PCA-DTC       , "[0, 1, 5, 5, 0, 0]" , TLDUMMY    , CSP        , PCA        , DTC        ,                   ,                   ,              0,              1,              5,              5,              0,                     0, 1.0               , 0.7666666666666667 , 0.2646827697753906  , 0.1406078338623047
TLDUMMY-CSP-PCA-RFC       , "[0, 1, 5, 6, 0, 0]" , TLDUMMY    , CSP        , PCA        , RFC        ,                   ,                   ,              0,              1,              5,              6,              0,                     0, 1.0               , 0.8416666666666667 , 0.3321654796600342  , 0.1560208797454834
TLDUMMY-CSP-PCA-ETC       , "[0, 1, 5, 7, 0, 0]" , TLDUMMY    , CSP        , PCA        , ETC        ,                   ,                   ,              0,              1,              5,              7,              0,                     0, 1.0               , 0.8583333333333333 , 0.32454538345336914 , 0.1441047191619873
TLDUMMY-CSP-PCA-ABC       , "[0, 1, 5, 8, 0, 0]" , TLDUMMY    , CSP        , PCA        , ABC        ,                   ,                   ,              0,              1,              5,              8,              0,                     0, 0.85              , 0.8416666666666667 , 0.30460238456726074 , 0.13928866386413574
TLDUMMY-CSP-PCA-GBC       , "[0, 1, 5, 9, 0, 0]" , TLDUMMY    , CSP        , PCA        , GBC        ,                   ,                   ,              0,              1,              5,              9,              0,                     0, 0.9666666666666667, 0.8416666666666667 , 0.33660411834716797 , 0.1397414207458496
TLDUMMY-CSP-PCA-GNB       , "[0, 1, 5, 10, 0, 0]", TLDUMMY    , CSP        , PCA        , GNB        ,                   ,                   ,              0,              1,              5,             10,              0,                     0, 0.8166666666666667, 0.8666666666666667 , 0.26288604736328125 , 0.13774585723876953
TLDUMMY-CSP-PCA-MLP       , "[0, 1, 5, 11, 0, 0]", TLDUMMY    , CSP        , PCA        , MLP        ,                   ,                   ,              0,              1,              5,             11,              0,                     0, 0.8666666666666667, 0.9                , 0.5129039287567139  , 0.1450057029724121
TLDUMMY-CSP-LASSO-SVM     , "[0, 1, 6, 1, 0, 0]" , TLDUMMY    , CSP        , LASSO      , SVM        ,                   ,                   ,              0,              1,              6,              1,              0,                     0, 0.55              , 0.5333333333333333 , 0.26072001457214355 , 0.12975478172302246
TLDUMMY-CSP-LASSO-LDA     , "[0, 1, 6, 2, 0, 0]" , TLDUMMY    , CSP        , LASSO      , LDA        ,                   ,                   ,              0,              1,              6,              2,              0,                     0, 0.875             , 0.9                , 0.2626824378967285  , 0.13452792167663574
TLDUMMY-CSP-LASSO-LR      , "[0, 1, 6, 3, 0, 0]" , TLDUMMY    , CSP        , LASSO      , LR         ,                   ,                   ,              0,              1,              6,              3,              0,                     0, 0.825             , 0.8916666666666667 , 0.26082468032836914 , 0.1380624771118164
TLDUMMY-CSP-LASSO-KNN     , "[0, 1, 6, 4, 0, 0]" , TLDUMMY    , CSP        , LASSO      , KNN        ,                   ,                   ,              0,              1,              6,              4,              0,                     0, 0.9583333333333334, 0.8916666666666667 , 0.2688872814178467  , 0.1436140537261963
TLDUMMY-CSP-LASSO-DTC     , "[0, 1, 6, 5, 0, 0]" , TLDUMMY    , CSP        , LASSO      , DTC        ,                   ,                   ,              0,              1,              6,              5,              0,                     0, 1.0               , 0.8833333333333333 , 0.2590601444244385  , 0.1357886791229248
TLDUMMY-CSP-LASSO-RFC     , "[0, 1, 6, 6, 0, 0]" , TLDUMMY    , CSP        , LASSO      , RFC        ,                   ,                   ,              0,              1,              6,              6,              0,                     0, 1.0               , 0.8833333333333333 , 0.3551204204559326  , 0.14633536338806152
TLDUMMY-CSP-LASSO-ETC     , "[0, 1, 6, 7, 0, 0]" , TLDUMMY    , CSP        , LASSO      , ETC        ,                   ,                   ,              0,              1,              6,              7,              0,                     0, 1.0               , 0.8833333333333333 , 0.33005642890930176 , 0.1363208293914795
TLDUMMY-CSP-LASSO-ABC     , "[0, 1, 6, 8, 0, 0]" , TLDUMMY    , CSP        , LASSO      , ABC        ,                   ,                   ,              0,              1,              6,              8,              0,                     0, 0.9166666666666666, 0.8916666666666667 , 0.3111686706542969  , 0.14912128448486328
TLDUMMY-CSP-LASSO-GBC     , "[0, 1, 6, 9, 0, 0]" , TLDUMMY    , CSP        , LASSO      , GBC        ,                   ,                   ,              0,              1,              6,              9,              0,                     0, 0.9916666666666667, 0.9                , 0.3430595397949219  , 0.13506531715393066
TLDUMMY-CSP-LASSO-GNB     , "[0, 1, 6, 10, 0, 0]", TLDUMMY    , CSP        , LASSO      , GNB        ,                   ,                   ,              0,              1,              6,             10,              0,                     0, 0.7833333333333333, 0.75               , 0.2577190399169922  , 0.13508057594299316
TLDUMMY-CSP-LASSO-MLP     , "[0, 1, 6, 11, 0, 0]", TLDUMMY    , CSP        , LASSO      , MLP        ,                   ,                   ,              0,              1,              6,             11,              0,                     0, 0.9416666666666667, 0.8833333333333333 , 0.7344396114349365  , 0.13110065460205078
TLDUMMY-CSP-RFE-SVM       , "[0, 1, 7, 1, 0, 0]" , TLDUMMY    , CSP        , RFE        , SVM        ,                   ,                   ,              0,              1,              7,              1,              0,                     0, 0.5083333333333333, 0.49166666666666664, 0.2611823081970215  , 0.13307881355285645
TLDUMMY-CSP-RFE-LDA       , "[0, 1, 7, 2, 0, 0]" , TLDUMMY    , CSP        , RFE        , LDA        ,                   ,                   ,              0,              1,              7,              2,              0,                     0, 0.8916666666666667, 0.8916666666666667 , 0.27892208099365234 , 0.13208293914794922
TLDUMMY-CSP-RFE-LR        , "[0, 1, 7, 3, 0, 0]" , TLDUMMY    , CSP        , RFE        , LR         ,                   ,                   ,              0,              1,              7,              3,              0,                     0, 0.8               , 0.8416666666666667 , 0.2577054500579834  , 0.13479876518249512
TLDUMMY-CSP-RFE-KNN       , "[0, 1, 7, 4, 0, 0]" , TLDUMMY    , CSP        , RFE        , KNN        ,                   ,                   ,              0,              1,              7,              4,              0,                     0, 0.9583333333333334, 0.8666666666666667 , 0.2552053928375244  , 0.13905787467956543
TLDUMMY-CSP-RFE-DTC       , "[0, 1, 7, 5, 0, 0]" , TLDUMMY    , CSP        , RFE        , DTC        ,                   ,                   ,              0,              1,              7,              5,              0,                     0, 1.0               , 0.8833333333333333 , 0.26114463806152344 , 0.1346139907836914
TLDUMMY-CSP-RFE-RFC       , "[0, 1, 7, 6, 0, 0]" , TLDUMMY    , CSP        , RFE        , RFC        ,                   ,                   ,              0,              1,              7,              6,              0,                     0, 1.0               , 0.9166666666666666 , 0.35294437408447266 , 0.13713812828063965
TLDUMMY-CSP-RFE-ETC       , "[0, 1, 7, 7, 0, 0]" , TLDUMMY    , CSP        , RFE        , ETC        ,                   ,                   ,              0,              1,              7,              7,              0,                     0, 1.0               , 0.8916666666666667 , 0.32349324226379395 , 0.1481306552886963
TLDUMMY-CSP-RFE-ABC       , "[0, 1, 7, 8, 0, 0]" , TLDUMMY    , CSP        , RFE        , ABC        ,                   ,                   ,              0,              1,              7,              8,              0,                     0, 0.9333333333333333, 0.875              , 0.32150983810424805 , 0.13304829597473145
TLDUMMY-CSP-RFE-GBC       , "[0, 1, 7, 9, 0, 0]" , TLDUMMY    , CSP        , RFE        , GBC        ,                   ,                   ,              0,              1,              7,              9,              0,                     0, 1.0               , 0.8833333333333333 , 0.3917961120605469  , 0.13847661018371582
TLDUMMY-CSP-RFE-GNB       , "[0, 1, 7, 10, 0, 0]", TLDUMMY    , CSP        , RFE        , GNB        ,                   ,                   ,              0,              1,              7,             10,              0,                     0, 0.65              , 0.6666666666666666 , 0.25816774368286133 , 0.1345987319946289
TLDUMMY-CSP-RFE-MLP       , "[0, 1, 7, 11, 0, 0]", TLDUMMY    , CSP        , RFE        , MLP        ,                   ,                   ,              0,              1,              7,             11,              0,                     0, 0.9333333333333333, 0.8333333333333334 , 0.8372757434844971  , 0.13459134101867676
TLDUMMY-CSP-RFECV-SVM     , "[0, 1, 8, 1, 0, 0]" , TLDUMMY    , CSP        , RFECV      , SVM        ,                   ,                   ,              0,              1,              8,              1,              0,                     0, 0.5916666666666667, 0.5666666666666667 , 0.3535597324371338  , 0.13463950157165527
TLDUMMY-CSP-RFECV-LDA     , "[0, 1, 8, 2, 0, 0]" , TLDUMMY    , CSP        , RFECV      , LDA        ,                   ,                   ,              0,              1,              8,              2,              0,                     0, 0.8583333333333333, 0.9166666666666666 , 0.3484609127044678  , 0.13759946823120117
TLDUMMY-CSP-RFECV-LR      , "[0, 1, 8, 3, 0, 0]" , TLDUMMY    , CSP        , RFECV      , LR         ,                   ,                   ,              0,              1,              8,              3,              0,                     0, 0.825             , 0.8833333333333333 , 0.35190868377685547 , 0.13707876205444336
TLDUMMY-CSP-RFECV-KNN     , "[0, 1, 8, 4, 0, 0]" , TLDUMMY    , CSP        , RFECV      , KNN        ,                   ,                   ,              0,              1,              8,              4,              0,                     0, 0.9583333333333334, 0.8916666666666667 , 0.34601354598999023 , 0.14311003684997559
TLDUMMY-CSP-RFECV-DTC     , "[0, 1, 8, 5, 0, 0]" , TLDUMMY    , CSP        , RFECV      , DTC        ,                   ,                   ,              0,              1,              8,              5,              0,                     0, 1.0               , 0.7083333333333334 , 0.3424415588378906  , 0.13858389854431152
TLDUMMY-CSP-RFECV-RFC     , "[0, 1, 8, 6, 0, 0]" , TLDUMMY    , CSP        , RFECV      , RFC        ,                   ,                   ,              0,              1,              8,              6,              0,                     0, 1.0               , 0.85               , 0.42739224433898926 , 0.13860845565795898
TLDUMMY-CSP-RFECV-ETC     , "[0, 1, 8, 7, 0, 0]" , TLDUMMY    , CSP        , RFECV      , ETC        ,                   ,                   ,              0,              1,              8,              7,              0,                     0, 1.0               , 0.8666666666666667 , 0.4274876117706299  , 0.1559896469116211
TLDUMMY-CSP-RFECV-ABC     , "[0, 1, 8, 8, 0, 0]" , TLDUMMY    , CSP        , RFECV      , ABC        ,                   ,                   ,              0,              1,              8,              8,              0,                     0, 0.9083333333333333, 0.8416666666666667 , 0.40271711349487305 , 0.1401815414428711
TLDUMMY-CSP-RFECV-GBC     , "[0, 1, 8, 9, 0, 0]" , TLDUMMY    , CSP        , RFECV      , GBC        ,                   ,                   ,              0,              1,              8,              9,              0,                     0, 0.9916666666666667, 0.8916666666666667 , 0.4344961643218994  , 0.1381218433380127
TLDUMMY-CSP-RFECV-GNB     , "[0, 1, 8, 10, 0, 0]", TLDUMMY    , CSP        , RFECV      , GNB        ,                   ,                   ,              0,              1,              8,             10,              0,                     0, 0.8               , 0.8583333333333333 , 0.36644411087036133 , 0.13770127296447754
TLDUMMY-CSP-RFECV-MLP     , "[0, 1, 8, 11, 0, 0]", TLDUMMY    , CSP        , RFECV      , MLP        ,                   ,                   ,              0,              1,              8,             11,              0,                     0, 0.9083333333333333, 0.875              , 0.8983688354492188  , 0.1402301788330078
TLDUMMY-TRCSP-SVM         , "[0, 2, 0, 1, 0, 0]" , TLDUMMY    , TRCSP      ,            , SVM        ,                   ,                   ,              0,              2,              0,              1,              0,                     0, 0.5083333333333333, 0.49166666666666664, 0.26123476028442383 , 0.1336228847503662
TLDUMMY-TRCSP-LDA         , "[0, 2, 0, 2, 0, 0]" , TLDUMMY    , TRCSP      ,            , LDA        ,                   ,                   ,              0,              2,              0,              2,              0,                     0, 0.825             , 0.9                , 0.2687842845916748  , 0.13308238983154297
