Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,trainacc_0,testacc_0,traintime_0,testtime_0,trainacc_1,testacc_1,traintime_1,testtime_1,trainacc_2,testacc_2,traintime_2,testtime_2,trainacc_3,testacc_3,traintime_3,testtime_3,trainacc_4,testacc_4,traintime_4,testtime_4,trainacc_5,testacc_5,traintime_5,testtime_5,mean_trainacc,mean_testacc,mean_traintime,mean_testtime
TLDUMMY-TS-PCA-RFC,"[0, 5, 5, 6, 0, 0]",TLDUMMY,TS,PCA,RFC,,,0,5,5,6,0,0,1,0.612222222,1,0.528888889,0.455203199,0.202706289,1,0.73,0.469281983,0.211850119,1,0.697777778,0.465545321,0.225598311,1,0.666666667,0.428102446,0.215796018,1,0.598888889,0.44393003,0.212997127,1,0.612222222,0.462403488,0.211523366,1,0.639074074,0.454077744,0.213411872
EA-TRCSP-RFECV-SVM,"[1, 2, 8, 1, 0, 0]",EA,TRCSP,RFECV,SVM,,,1,2,8,1,0,0,0.561333333,0.495555556,0.594,0.53,0.428934789,0.210279131,0.8,0.782222222,0.408631134,0.174071097,0.85,0.741111111,0.414013243,0.180007935,0.720666667,0.61,0.393973637,0.175990796,0.702666667,0.675555556,0.371321297,0.176456594,0.561333333,0.495555556,0.428383398,0.182071042,0.704777778,0.639074074,0.407542916,0.183146099
RA-TS-PCA-RFC,"[2, 5, 5, 6, 0, 0]",RA,TS,PCA,RFC,,,2,5,5,6,0,0,0.766666667,0.617777778,0.747333333,0.526666667,0.435288453,0.22265234,0.886,0.753333333,0.46457696,0.215589118,0.844,0.674444444,0.449834538,0.224593878,0.911333333,0.667777778,0.43497963,0.209970593,0.789333333,0.594444444,0.449058628,0.221626472,0.766666667,0.617777778,0.515469766,0.261134338,0.824111111,0.639074074,0.458201329,0.22592779
EA-CSP-ANOVA-P-ABC,"[1, 1, 2, 8, 0, 0]",EA,CSP,ANOVA-P,ABC,,,1,1,2,8,0,0,0.555333333,0.557777778,0.596666667,0.507777778,0.331600642,0.210624933,0.769333333,0.761111111,0.325769877,0.208240032,0.857333333,0.717777778,0.335533166,0.194906402,0.681333333,0.623333333,0.317948413,0.190931726,0.622,0.665555556,0.336424494,0.199948859,0.555333333,0.557777778,0.346708989,0.200100398,0.680333333,0.638888889,0.33233093,0.200792058
RA-MEKT-PCA-MLP,"[2, 0, 0, 0, 58, 0]",RA,,,,MEKT-PCA-MLP,,2,0,0,0,58,0,0.584,0.63,0.676,0.544444444,2.459494877,0.403265643,0.743333333,0.755555556,2.402985954,0.381761479,0.736,0.643333333,2.344554234,0.397514725,0.709333333,0.63,2.321411848,0.369697309,0.709333333,0.63,2.321411848,0.369697309,0.584,0.63,2.185318327,0.331065559,0.693,0.638888889,2.339196181,0.375500337
RPA-ABC-TS-ANOVA-P-SVM,"[3, 0, 0, 0, 32, 0]",RPA,,,,ABC-TS-ANOVA-P-SVM,,3,0,0,0,32,0,0.595333333,0.605555556,0.636,0.875555556,1.601299286,0.27213881,0.549333333,0.501111111,1.554654145,0.343049002,0.691333333,0.691111111,1.97396636,0.338893676,0.642,0.555555556,1.137545609,0.230770683,0.602666667,0.604444444,1.636643195,0.402551675,0.595333333,0.605555556,1.713463306,0.292821598,0.619444444,0.638888889,1.60292865,0.313370907
EA-CSP-LASSO-MLP,"[1, 1, 6, 11, 0, 0]",EA,CSP,LASSO,MLP,,,1,1,6,11,0,0,0.567333333,0.564444444,0.587333333,0.518888889,0.401601076,0.171494508,0.792,0.775555556,0.405376291,0.189690518,0.874,0.695555556,0.449056125,0.175952435,0.711333333,0.61,0.423099518,0.169889665,0.713333333,0.667777778,0.431365848,0.18482542,0.567333333,0.564444444,0.566053367,0.147311807,0.707555556,0.638703704,0.446092037,0.173194059
EA-CSP-SVM,"[1, 1, 0, 1, 0, 0]",EA,CSP,,SVM,,,1,1,0,1,0,0,0.570666667,0.594444444,0.581333333,0.505555556,0.272875023,0.182491159,0.790666667,0.762222222,0.275216866,0.185488558,0.863333333,0.705555556,0.265511227,0.192146397,0.705333333,0.605555556,0.257048798,0.168085027,0.696,0.657777778,0.244178677,0.173601699,0.570666667,0.594444444,0.284544587,0.190277314,0.701222222,0.638518519,0.266562529,0.182015026
EA-CSP-ANOVA-K-SVM,"[1, 1, 1, 1, 0, 0]",EA,CSP,ANOVA-K,SVM,,,1,1,1,1,0,0,0.570666667,0.594444444,0.581333333,0.505555556,0.256709886,0.194156504,0.790666667,0.762222222,0.242660379,0.182585835,0.863333333,0.705555556,0.236349845,0.184967232,0.705333333,0.605555556,0.238711333,0.178318071,0.696,0.657777778,0.232624125,0.177976704,0.570666667,0.594444444,0.25711112,0.182469869,0.701222222,0.638518519,0.244027781,0.183412369
EA-CSP-MIC-K-SVM,"[1, 1, 3, 1, 0, 0]",EA,CSP,MIC-K,SVM,,,1,1,3,1,0,0,0.570666667,0.594444444,0.581333333,0.505555556,0.258038354,0.190300655,0.790666667,0.762222222,0.29564147,0.211217117,0.863333333,0.705555556,0.270221353,0.186317348,0.705333333,0.605555556,0.25060029,0.185813189,0.696,0.657777778,0.253028655,0.191444206,0.570666667,0.594444444,0.28285923,0.18618269,0.701222222,0.638518519,0.268398225,0.191879201
EA-CSP-RFE-SVM,"[1, 1, 7, 1, 0, 0]",EA,CSP,RFE,SVM,,,1,1,7,1,0,0,0.570666667,0.594444444,0.581333333,0.505555556,0.244008255,0.183167744,0.790666667,0.762222222,0.258156848,0.185867834,0.863333333,0.705555556,0.256405401,0.18832612,0.705333333,0.605555556,0.230977392,0.175504684,0.696,0.657777778,0.237815952,0.175969768,0.570666667,0.594444444,0.265905237,0.195480633,0.701222222,0.638518519,0.248878181,0.184052797
EA-TS-PCA-MLP,"[1, 5, 5, 11, 0, 0]",EA,TS,PCA,MLP,,,1,5,5,11,0,0,0.851333333,0.633333333,0.776,0.565555556,0.591225219,0.203723097,0.992,0.682222222,0.557063985,0.216488385,0.950666667,0.641111111,0.565052009,0.202038741,0.915333333,0.696666667,0.621492314,0.199982858,0.641333333,0.612222222,0.524002337,0.19921248,0.851333333,0.633333333,0.616117573,0.221576309,0.854444444,0.638518519,0.579158906,0.207170312
RA-TRCSP-MLP,"[2, 2, 0, 11, 0, 0]",RA,TRCSP,,MLP,,,2,2,0,11,0,0,0.599333333,0.535555556,0.652666667,0.53,0.858067274,0.187566137,0.822,0.782222222,0.54883368,0.155233622,0.862,0.694444444,0.56943984,0.193508005,0.728666667,0.612222222,0.692384315,0.173739862,0.748666667,0.676666667,0.618776011,0.152747178,0.599333333,0.535555556,0.804520893,0.16562717,0.735555556,0.638518519,0.682003669,0.171403662
RA-TRCSP-ANOVA-P-SVM,"[2, 2, 2, 1, 0, 0]",RA,TRCSP,ANOVA-P,SVM,,,2,2,2,1,0,0,0.524,0.524444444,0.616666667,0.505555556,0.249438572,0.177048779,0.784666667,0.795555556,0.249775386,0.182811975,0.862666667,0.742222222,0.235778403,0.175083709,0.686666667,0.593333333,0.233453918,0.174926353,0.576,0.67,0.2325418,0.172564173,0.524,0.524444444,0.253852224,0.175185347,0.675111111,0.638518519,0.242473384,0.176270056
EA-CSP-RFECV-GNB,"[1, 1, 8, 10, 0, 0]",EA,CSP,RFECV,GNB,,,1,1,8,10,0,0,0.545333333,0.546666667,0.568,0.532222222,0.242002416,0.19053452,0.734666667,0.716666667,0.236409497,0.184374905,0.86,0.726666667,0.247945809,0.191210175,0.645333333,0.624444444,0.233110332,0.188437653,0.566,0.683333333,0.235533333,0.188087726,0.545333333,0.546666667,0.262975836,0.201946115,0.653222222,0.638333333,0.242996204,0.190765182
EA-TRCSP-LASSO-SVM,"[1, 2, 6, 1, 0, 0]",EA,TRCSP,LASSO,SVM,,,1,2,6,1,0,0,0.573333333,0.506666667,0.592,0.528888889,0.245486784,0.196370101,0.808,0.788888889,0.27279346,0.208532643,0.844666667,0.715555556,0.247287178,0.188829255,0.741333333,0.618888889,0.233582735,0.174263549,0.730666667,0.671111111,0.227700329,0.177466583,0.573333333,0.506666667,0.282057071,0.230629778,0.715,0.638333333,0.251484593,0.196015318
RA-TRCSP-RFECV-LR,"[2, 2, 8, 3, 0, 0]",RA,TRCSP,RFECV,LR,,,2,2,8,3,0,0,0.589333333,0.492222222,0.632,0.534444444,0.24978056,0.179032087,0.797333333,0.798888889,0.258919311,0.188301039,0.83,0.731111111,0.229225206,0.182869005,0.711333333,0.593333333,0.249344516,0.178324723,0.668666667,0.68,0.23253088,0.18100009,0.589333333,0.492222222,0.270973849,0.195580673,0.704777778,0.638333333,0.248462387,0.184184603
EA-MEKT-PCA-MLP,"[1, 0, 0, 0, 58, 0]",EA,,,,MEKT-PCA-MLP,,1,0,0,0,58,0,0.582,0.636666667,0.670666667,0.552222222,2.417178082,0.393142009,0.738666667,0.748888889,2.384140754,0.3736408,0.734666667,0.641111111,2.313710093,0.398650169,0.708,0.625555556,2.314467621,0.36624136,0.708,0.625555556,2.314467621,0.36624136,0.582,0.636666667,2.344870305,0.366939068,0.690333333,0.638333333,2.348139079,0.377475794
TLDUMMY-CSP-RFECV-LDA,"[0, 1, 8, 2, 0, 0]",TLDUMMY,CSP,RFECV,LDA,,,0,1,8,2,0,0,0.582,0.601111111,0.670666667,0.52,0.247856045,0.17862823,0.799333333,0.76,0.249000406,0.189487815,0.901333333,0.717777778,0.244108939,0.189240122,0.787333333,0.604444444,0.243963218,0.190417886,0.806666667,0.625555556,0.231983638,0.186476994,0.582,0.601111111,0.266740847,0.202682877,0.757888889,0.638148148,0.247275515,0.189488987
EA-TRCSP-MIC-K-MLP,"[1, 2, 3, 11, 0, 0]",EA,TRCSP,MIC-K,MLP,,,1,2,3,11,0,0,0.593333333,0.5,0.628,0.527777778,0.879972363,0.19941678,0.817333333,0.794444444,0.502909803,0.158539319,0.869333333,0.7,0.504437375,0.180432892,0.731333333,0.64,0.594572902,0.161906123,0.718666667,0.666666667,0.493060374,0.170061183,0.593333333,0.5,0.87399354,0.176593161,0.726333333,0.638148148,0.641491059,0.174491576
EA-TS-PCA-RFC,"[1, 5, 5, 6, 0, 0]",EA,TS,PCA,RFC,,,1,5,5,6,0,0,0.763333333,0.624444444,0.705333333,0.536666667,0.457150245,0.216844893,0.872666667,0.744444444,0.473691344,0.226082373,0.796666667,0.686666667,0.424197125,0.207969213,0.900666667,0.644444444,0.415720057,0.220576143,0.772666667,0.592222222,0.430455685,0.203998137,0.763333333,0.624444444,0.51098454,0.217374516,0.801888889,0.638148148,0.452033166,0.215474212
RA-CSP-LR,"[2, 1, 0, 3, 0, 0]",RA,CSP,,LR,,,2,1,0,3,0,0,0.546666667,0.591111111,0.61,0.522222222,0.248933315,0.193722391,0.802666667,0.773333333,0.243392801,0.187931728,0.850666667,0.692222222,0.242944121,0.184432745,0.717333333,0.601111111,0.237071157,0.170290661,0.698,0.648888889,0.230574989,0.186769414,0.546666667,0.591111111,0.300854635,0.219996691,0.704222222,0.638148148,0.250628503,0.190523938
RA-CSP-ANOVA-K-LR,"[2, 1, 1, 3, 0, 0]",RA,CSP,ANOVA-K,LR,,,2,1,1,3,0,0,0.546666667,0.591111111,0.61,0.522222222,0.302297068,0.207282591,0.802666667,0.773333333,0.251511455,0.19094975,0.850666667,0.692222222,0.235539103,0.191557336,0.717333333,0.601111111,0.242823958,0.18182478,0.698,0.648888889,0.237650466,0.181145382,0.546666667,0.591111111,0.288745809,0.208618712,0.704222222,0.638148148,0.25976131,0.193563092
RA-CSP-MIC-K-LR,"[2, 1, 3, 3, 0, 0]",RA,CSP,MIC-K,LR,,,2,1,3,3,0,0,0.546666667,0.591111111,0.61,0.522222222,0.244789815,0.187666082,0.802666667,0.773333333,0.257825017,0.19073329,0.850666667,0.692222222,0.237185287,0.196968031,0.717333333,0.601111111,0.22069881,0.185985804,0.698,0.648888889,0.227276087,0.178625917,0.546666667,0.591111111,0.24974463,0.177099419,0.704222222,0.638148148,0.239586608,0.186179757
RA-CSP-RFE-LR,"[2, 1, 7, 3, 0, 0]",RA,CSP,RFE,LR,,,2,1,7,3,0,0,0.546666667,0.591111111,0.61,0.522222222,0.25148077,0.184392595,0.802666667,0.773333333,0.250583649,0.180671573,0.850666667,0.692222222,0.249038506,0.194503736,0.717333333,0.601111111,0.261496377,0.195332026,0.698,0.648888889,0.222980356,0.184663749,0.546666667,0.591111111,0.258275747,0.199428177,0.704222222,0.638148148,0.248975901,0.189831976
TLDUMMY-CSP-SVM,"[0, 1, 0, 1, 0, 0]",TLDUMMY,CSP,,SVM,,,0,1,0,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.731354809,0.155140066,0.805333333,0.76,1.166282654,0.163906169,0.893333333,0.696666667,1.201362324,0.164157343,0.792,0.6,1.036550045,0.149331141,0.804,0.633333333,1.033482289,0.148600888,0.594,0.606666667,1.228172755,0.155478668,0.760666667,0.637962963,1.066200813,0.156102379
TLDUMMY-CSP-ANOVA-K-SVM,"[0, 1, 1, 1, 0, 0]",TLDUMMY,CSP,ANOVA-K,SVM,,,0,1,1,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.246574497,0.192604327,0.805333333,0.76,0.258255625,0.195047283,0.893333333,0.696666667,0.252691579,0.185899806,0.792,0.6,0.244395065,0.182998824,0.804,0.633333333,0.254961753,0.173552632,0.594,0.606666667,0.263123322,0.191046,0.760666667,0.637962963,0.25333364,0.186858145
TLDUMMY-CSP-MIC-K-SVM,"[0, 1, 3, 1, 0, 0]",TLDUMMY,CSP,MIC-K,SVM,,,0,1,3,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.265947008,0.183201385,0.805333333,0.76,0.314118171,0.174807572,0.893333333,0.696666667,0.264662457,0.188837385,0.792,0.6,0.260693884,0.189681745,0.804,0.633333333,0.258692694,0.181763864,0.594,0.606666667,0.293877053,0.223537493,0.760666667,0.637962963,0.276331878,0.190304907
TLDUMMY-CSP-RFE-SVM,"[0, 1, 7, 1, 0, 0]",TLDUMMY,CSP,RFE,SVM,,,0,1,7,1,0,0,0.594,0.606666667,0.675333333,0.531111111,0.261185932,0.188489151,0.805333333,0.76,0.251158333,0.182495308,0.893333333,0.696666667,0.247562456,0.198103189,0.792,0.6,0.237492204,0.177007079,0.804,0.633333333,0.242788649,0.168062687,0.594,0.606666667,0.308357406,0.202780223,0.760666667,0.637962963,0.25809083,0.186156273
TLDUMMY-TS-PCA-MLP,"[0, 5, 5, 11, 0, 0]",TLDUMMY,TS,PCA,MLP,,,0,5,5,11,0,0,1,0.617777778,1,0.536666667,0.621755266,0.20018177,1,0.693333333,0.532671833,0.206038094,1,0.656666667,0.53507297,0.219185925,1,0.675555556,0.557325816,0.18938446,1,0.647777778,0.565946269,0.200112581,1,0.617777778,0.591674757,0.216509581,1,0.637962963,0.567407819,0.205235402
EA-TRCSP-ANOVA-P-LDA,"[1, 2, 2, 2, 0, 0]",EA,TRCSP,ANOVA-P,LDA,,,1,2,2,2,0,0,0.545333333,0.532222222,0.574,0.512222222,0.24614346,0.205339336,0.780666667,0.761111111,0.252250719,0.194350028,0.854666667,0.735555556,0.324722314,0.234739304,0.7,0.604444444,0.246547699,0.177625394,0.617333333,0.682222222,0.237880492,0.185646582,0.545333333,0.532222222,0.255683947,0.192363524,0.678666667,0.637962963,0.260538105,0.198344028
RA-CSP-LASSO-LR,"[2, 1, 6, 3, 0, 0]",RA,CSP,LASSO,LR,,,2,1,6,3,0,0,0.538,0.572222222,0.585333333,0.53,0.251816463,0.186553359,0.791333333,0.771111111,0.254681396,0.184040213,0.857333333,0.692222222,0.240991259,0.182375813,0.73,0.606666667,0.23822577,0.17479589,0.694666667,0.655555556,0.227013373,0.185472655,0.538,0.572222222,0.254762769,0.185082006,0.699444444,0.637962963,0.244581838,0.183053323
RA-TS-PCA-ETC,"[2, 5, 5, 7, 0, 0]",RA,TS,PCA,ETC,,,2,5,5,7,0,0,0.811333333,0.617777778,0.797333333,0.554444444,0.362351727,0.19500432,0.947333333,0.728888889,0.386537552,0.212011933,0.881333333,0.688888889,0.349160886,0.218585968,0.953333333,0.653333333,0.368061686,0.215081906,0.831333333,0.584444444,0.351878238,0.206803012,0.811333333,0.617777778,0.455352402,0.278429818,0.870333333,0.637962963,0.378890415,0.22098616
TLDUMMY-MEKT-RFE-MLP,"[0, 0, 0, 0, 66, 0]",TLDUMMY,,,,MEKT-RFE-MLP,,0,0,0,0,66,0,0.583333333,0.632222222,0.695333333,0.546666667,2.41401217,0.385286808,0.748,0.754444444,2.600721264,0.40303216,0.744666667,0.638888889,2.64950192,0.5219558,0.724,0.623333333,2.335907149,0.368199992,0.583333333,0.632222222,2.346616507,0.36054492,0.583333333,0.632222222,2.346616507,0.36054492,0.679777778,0.637962963,2.448895919,0.399927433
TLDUMMY-CSP-LDA,"[0, 1, 0, 2, 0, 0]",TLDUMMY,CSP,,LDA,,,0,1,0,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.410097098,0.168585062,0.796,0.755555556,1.03415966,0.168771839,0.891333333,0.703333333,0.60066998,0.161506271,0.796,0.605555556,0.798490262,0.130572319,0.808,0.638888889,0.610489988,0.166932702,0.583333333,0.606666667,0.767922735,0.173135257,0.758888889,0.637777778,0.703638287,0.161583908
TLDUMMY-CSP-ANOVA-K-LDA,"[0, 1, 1, 2, 0, 0]",TLDUMMY,CSP,ANOVA-K,LDA,,,0,1,1,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.240571117,0.195860839,0.796,0.755555556,0.248382759,0.188090205,0.891333333,0.703333333,0.241991234,0.188672638,0.796,0.605555556,0.224418044,0.187260461,0.808,0.638888889,0.225872493,0.17129221,0.583333333,0.606666667,0.258804917,0.20022099,0.758888889,0.637777778,0.240006761,0.188566224
TLDUMMY-CSP-MIC-K-LDA,"[0, 1, 3, 2, 0, 0]",TLDUMMY,CSP,MIC-K,LDA,,,0,1,3,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.240933466,0.193416691,0.796,0.755555556,0.251745462,0.180860758,0.891333333,0.703333333,0.238508606,0.191517019,0.796,0.605555556,0.23141346,0.180230021,0.808,0.638888889,0.236855912,0.179220915,0.583333333,0.606666667,0.24554441,0.185524607,0.758888889,0.637777778,0.240833553,0.185128335
TLDUMMY-CSP-RFE-LDA,"[0, 1, 7, 2, 0, 0]",TLDUMMY,CSP,RFE,LDA,,,0,1,7,2,0,0,0.583333333,0.606666667,0.678666667,0.516666667,0.236808157,0.188742781,0.796,0.755555556,0.251924849,0.171853065,0.891333333,0.703333333,0.243956041,0.191525578,0.796,0.605555556,0.242261767,0.199964738,0.808,0.638888889,0.226115799,0.182254839,0.583333333,0.606666667,0.246499872,0.186191368,0.758888889,0.637777778,0.241261081,0.186755395
EA-TRCSP-ANOVA-P-MLP,"[1, 2, 2, 11, 0, 0]",EA,TRCSP,ANOVA-P,MLP,,,1,2,2,11,0,0,0.552,0.52,0.579333333,0.513333333,0.335031533,0.173164606,0.782,0.768888889,0.398675561,0.17773788,0.859333333,0.731111111,0.56100316,0.20309608,0.693333333,0.61,0.399652648,0.176497984,0.634,0.683333333,0.399575257,0.183612108,0.552,0.52,0.393595171,0.176260734,0.683333333,0.637777778,0.414588888,0.181728232
RA-CSP-MLP,"[2, 1, 0, 11, 0, 0]",RA,CSP,,MLP,,,2,1,0,11,0,0,0.578666667,0.545555556,0.618,0.535555556,1.32772491,0.252953625,0.818,0.772222222,0.559011745,0.153339601,0.876,0.693333333,0.516410565,0.185447788,0.725333333,0.61,0.618823242,0.164008188,0.702666667,0.67,0.518088269,0.161227012,0.578666667,0.545555556,0.881710696,0.193770957,0.719777778,0.637777778,0.736961571,0.185124528
RA-ABC-TS-LR,"[2, 0, 0, 0, 6, 0]",RA,,,,ABC-TS-LR,,2,0,0,0,6,0,0.630666667,0.626666667,0.772,0.573333333,19.31636081,1.159835052,0.887333333,0.687777778,17.97722261,1.240398121,0.851333333,0.618888889,18.65037684,1.131558776,0.865333333,0.66,12.2214968,0.672038341,0.865333333,0.66,12.2214968,0.672038341,0.630666667,0.626666667,17.50016382,1.122780395,0.812,0.637777778,16.31451961,0.999774837
RA-ABC-TS-GLM,"[2, 0, 0, 0, 7, 0]",RA,,,,ABC-TS-GLM,,2,0,0,0,7,0,0.630666667,0.626666667,0.772,0.573333333,19.80102971,1.16436677,0.887333333,0.687777778,19.69503627,1.162609458,0.851333333,0.618888889,18.49484549,1.151725221,0.865333333,0.66,12.18994086,0.688074636,0.865333333,0.66,12.18994086,0.688074636,0.630666667,0.626666667,17.49733434,1.124791765,0.812,0.637777778,16.64468792,0.996607081
RA-TRCSP-RFECV-SVM,"[2, 2, 8, 1, 0, 0]",RA,TRCSP,RFECV,SVM,,,2,2,8,1,0,0,0.600666667,0.478888889,0.634666667,0.525555556,0.432948852,0.180607915,0.802666667,0.798888889,0.40040729,0.175543046,0.842,0.741111111,0.413204885,0.186732554,0.728666667,0.61,0.388684797,0.18613236,0.676,0.671111111,0.398716116,0.194846416,0.600666667,0.478888889,0.475897813,0.207763934,0.714111111,0.637592593,0.418309959,0.188604371
RPA-ABC-TS-PCA-SVM,"[3, 0, 0, 0, 17, 0]",RPA,,,,ABC-TS-PCA-SVM,,3,0,0,0,17,0,0.605333333,0.602222222,0.702,0.861111111,1.913613725,0.374115849,0.582,0.503333333,3.164110613,0.758921814,0.713333333,0.714444444,2.887970972,0.469298625,0.653333333,0.565555556,2.261944795,0.505844259,0.567333333,0.578888889,3.032753778,0.728070068,0.605333333,0.602222222,3.089055061,0.525610375,0.637222222,0.637592593,2.724908157,0.560310165
TLDUMMY-TS-MIC-P-LR,"[0, 5, 4, 3, 0, 0]",TLDUMMY,TS,MIC-P,LR,,,0,5,4,3,0,0,0.828666667,0.606666667,0.878,0.545555556,0.255206418,0.203092599,0.93,0.725555556,0.246308494,0.204324961,0.928,0.618888889,0.237913966,0.203646326,0.921333333,0.695555556,0.243222499,0.18862133,0.919333333,0.632222222,0.22432754,0.199849081,0.828666667,0.606666667,0.265289712,0.219249082,0.900888889,0.637407407,0.245378105,0.203130563
TLDUMMY-MEKT-PCA-MLP,"[0, 0, 0, 0, 58, 0]",TLDUMMY,,,,MEKT-PCA-MLP,,0,0,0,0,58,0,0.576666667,0.622222222,0.677333333,0.548888889,2.392721701,0.383595204,0.743333333,0.752222222,3.086371446,0.46221993,0.746,0.641111111,2.358731699,0.401658249,0.714,0.637777778,2.357117844,0.358080006,0.576666667,0.622222222,2.363597775,0.37746191,0.576666667,0.622222222,2.363597775,0.37746191,0.672333333,0.637407407,2.48702304,0.393412868
TLDUMMY-MEKT-MIC-K-MLP,"[0, 0, 0, 0, 42, 0]",TLDUMMY,,,,MEKT-MIC-K-MLP,,0,0,0,0,42,0,0.583333333,0.633333333,0.698666667,0.541111111,2.641900539,0.413689804,0.754666667,0.758888889,2.765992427,0.421252394,0.738,0.636666667,2.482186031,0.39618125,0.710666667,0.62,2.443854737,0.35737443,0.583333333,0.633333333,2.359168005,0.358813834,0.583333333,0.633333333,2.359168005,0.358813834,0.678111111,0.637222222,2.508711624,0.384354258
EA-TRCSP-RFECV-MLP,"[1, 2, 8, 11, 0, 0]",EA,TRCSP,RFECV,MLP,,,1,2,8,11,0,0,0.576666667,0.504444444,0.6,0.516666667,0.569814157,0.162809658,0.810666667,0.783333333,0.472829866,0.175917768,0.848,0.734444444,0.451414275,0.185004616,0.726666667,0.617777778,0.548691487,0.161171508,0.706666667,0.665555556,0.473191333,0.159413791,0.576666667,0.504444444,0.682949042,0.15029521,0.711444444,0.637037037,0.53314836,0.165768758
EA-MEKT-LR,"[1, 0, 0, 0, 36, 0]",EA,,,,MEKT-LR,,1,0,0,0,36,0,0.575333333,0.631111111,0.652,0.534444444,2.317106009,0.407812166,0.733333333,0.762222222,2.298535728,0.39454205,0.724666667,0.638888889,2.222764015,0.407595873,0.682,0.624444444,2.175751829,0.394521093,0.575333333,0.631111111,2.181746602,0.391574073,0.575333333,0.631111111,2.181746602,0.391574073,0.657111111,0.637037037,2.229608464,0.397936555
EA-MEKT-MIC-K-LR,"[1, 0, 0, 0, 40, 0]",EA,,,,MEKT-MIC-K-LR,,1,0,0,0,40,0,0.575333333,0.631111111,0.652,0.534444444,2.304308414,0.420433402,0.733333333,0.762222222,2.316699386,0.377387834,0.724666667,0.638888889,2.256888556,0.442123866,0.682,0.624444444,2.236425257,0.377733135,0.575333333,0.631111111,2.231364012,0.376807237,0.575333333,0.631111111,2.231364012,0.376807237,0.657111111,0.637037037,2.262841606,0.395215452
EA-MEKT-MIC-K-MLP,"[1, 0, 0, 0, 42, 0]",EA,,,,MEKT-MIC-K-MLP,,1,0,0,0,42,0,0.577333333,0.63,0.687333333,0.551111111,2.484168792,0.393824005,0.752,0.756666667,2.441522694,0.374379277,0.738,0.635555556,2.358705091,0.396233034,0.716666667,0.618888889,2.378874516,0.361922145,0.577333333,0.63,2.366957355,0.357138014,0.577333333,0.63,2.366957355,0.357138014,0.674777778,0.637037037,2.399530967,0.373439082
EA-MEKT-ANOVA-K-LR,"[1, 0, 0, 0, 48, 0]",EA,,,,MEKT-ANOVA-K-LR,,1,0,0,0,48,0,0.575333333,0.631111111,0.652,0.534444444,2.249235415,0.420477414,0.733333333,0.762222222,2.337720346,0.420912933,0.724666667,0.638888889,2.169486403,0.401263762,0.682,0.624444444,2.194547725,0.380902982,0.575333333,0.631111111,2.182983756,0.380716681,0.575333333,0.631111111,2.182983756,0.380716681,0.657111111,0.637037037,2.2194929,0.397498409
RA-TRCSP-LDA,"[2, 2, 0, 2, 0, 0]",RA,TRCSP,,LDA,,,2,2,0,2,0,0,0.596,0.483333333,0.631333333,0.551111111,0.245073795,0.194488049,0.811333333,0.793333333,0.248947525,0.188807392,0.831333333,0.723333333,0.24600172,0.186050081,0.735333333,0.61,0.228912306,0.182096362,0.721333333,0.66,0.22861855,0.191820812,0.596,0.483333333,0.267843366,0.21994431,0.721111111,0.636851852,0.244232877,0.193867834
RA-TRCSP-ANOVA-K-LDA,"[2, 2, 1, 2, 0, 0]",RA,TRCSP,ANOVA-K,LDA,,,2,2,1,2,0,0,0.596,0.483333333,0.631333333,0.551111111,0.244325185,0.187997317,0.811333333,0.793333333,0.245177412,0.179780221,0.831333333,0.723333333,0.234047985,0.186794853,0.735333333,0.61,0.240424252,0.172802186,0.721333333,0.66,0.221417117,0.175317669,0.596,0.483333333,0.247533393,0.192993927,0.721111111,0.636851852,0.238820891,0.182614362
RA-TRCSP-MIC-K-LDA,"[2, 2, 3, 2, 0, 0]",RA,TRCSP,MIC-K,LDA,,,2,2,3,2,0,0,0.596,0.483333333,0.631333333,0.551111111,0.247448087,0.186855245,0.811333333,0.793333333,0.269156337,0.198513508,0.831333333,0.723333333,0.249713755,0.193649459,0.735333333,0.61,0.2385885,0.171298981,0.721333333,0.66,0.23460536,0.190327787,0.596,0.483333333,0.253768492,0.178991771,0.721111111,0.636851852,0.248880088,0.186606125
RA-TRCSP-LASSO-LR,"[2, 2, 6, 3, 0, 0]",RA,TRCSP,LASSO,LR,,,2,2,6,3,0,0,0.596,0.501111111,0.61,0.545555556,0.242290378,0.183219004,0.795333333,0.792222222,0.243916845,0.20323143,0.832,0.704444444,0.236339116,0.189759469,0.714666667,0.604444444,0.238346934,0.190840268,0.701333333,0.673333333,0.231388474,0.184716225,0.596,0.501111111,0.288222575,0.226908779,0.708222222,0.636851852,0.24675072,0.196445862
